Model,Trial,Top1_Accuracy,Top5_Accuracy,Time_Per_Image,Precision,Recall,F1,ROC_AUC,CPU Power Usage (W),GPU Power Usage (W)
resnet18,9,0.818342151675485,0.9187032837826489,0.001515664965150431,0.8207402124614316,0.818342151675485,0.81847820144466,0.9936292428646772,2.7242857142857138,12.130578571428572
resnet18,10,0.8148708042887937,0.9196830995772795,0.0015115026216791824,0.8170129447271797,0.8148708042887937,0.8148463477153598,0.9934879820859,3.1771428571428575,11.661414285714281
resnet18,11,0.8182301727275272,0.9197390890512583,0.001485510751597108,0.8207808394958069,0.8182301727275272,0.8183659515954714,0.9936897987715229,2.969285714285716,10.465564285714287
resnet18,12,0.8171103832479494,0.9191232048374905,0.001517541657963591,0.8190833420578234,0.8171103832479494,0.8169766820153166,0.9935410705703732,3.0235714285714286,12.145074999999999
resnet18,13,0.8151507516586882,0.9171915679852187,0.0014978750052195389,0.8175157534546103,0.8151507516586882,0.8151684663230847,0.9938900857413325,2.5778571428571393,12.361742857142856
resnet18,14,0.8169424148260127,0.9197390890512583,0.0015113176922659194,0.8192630125344226,0.8169424148260127,0.8169949453282432,0.9936507542229933,2.5317857142857143,12.789707142857145
resnet18,15,0.81809019904258,0.9205789311609417,0.0015095904407334093,0.8202916728017615,0.81809019904258,0.8182188313910738,0.993770822907208,3.058214285714287,11.358860714285733
resnet18,16,0.8178942358836538,0.9204389574759945,0.0015047176271165586,0.8201296660690512,0.8178942358836538,0.8179378434389343,0.9935163481545569,2.183571428571427,11.062149999999987
resnet18,17,0.8164385095602027,0.9185633100977016,0.0015163771773315064,0.8189471904975897,0.8164385095602027,0.8166149053803611,0.993520497985337,2.056785714285714,11.012842857142857
resnet18,18,0.8166344727191288,0.9202149995800789,0.001512896723944951,0.8186839468516168,0.8166344727191288,0.8165595873582322,0.9935670101302089,1.9671428571428557,9.514410714285715
resnet18,19,0.8175023095658016,0.9192911732594272,0.0015044759513983344,0.8199044060317056,0.8175023095658016,0.8176732249939324,0.9937603571578588,1.7489285714285714,12.091299999999999
resnet18,20,0.8138070042831947,0.9149519890260631,0.0014968423920006652,0.8160299640959922,0.8138070042831947,0.81385810700316,0.9937263679183134,1.8271428571428587,11.604385714285712
resnet18,21,0.8155706727135299,0.9193751574703956,0.001500129085656213,0.8181512196553856,0.8155706727135299,0.8156587931122765,0.9937159747332477,2.817857142857143,13.570324999999992
resnet18,22,0.8132471095434058,0.91763948377705,0.0015320708812349357,0.8153326636117291,0.8132471095434058,0.8131675697126325,0.9933606049343445,2.57142857142857,12.698760714285706
resnet18,23,0.814198930601047,0.9171635732482293,0.001500641077223759,0.81628424057192,0.814198930601047,0.8141745633415036,0.9935004949293705,2.218214285714285,12.333342857142856
resnet18,24,0.8148708042887937,0.9171075837742504,0.0015090516778850825,0.8169472169158976,0.8148708042887937,0.8148756337564949,0.9935402157548117,3.3896428571428543,12.72414285714286
resnet18,25,0.8133030990173847,0.9182273732538283,0.0015109829344530127,0.8155129443623718,0.8133030990173847,0.8133840088314935,0.9936791794396477,2.8124999999999973,10.75018571428571
resnet18,26,0.8165784832451499,0.917387531144145,0.0015081104113998834,0.8192323280038794,0.8165784832451499,0.8166981047264036,0.9933695681959347,2.765714285714284,11.465953571428575
